name,domain,city,countryCode,creatioLastActivityDisplayTimestamp,creatioLastContactDisplayTimestamp,creatioOwner,creatioStatus,creatioTeam,crunchbaseCategoryList,currentEmployeeCount,employeeCountGrowth,state,totalFunding
Jigcar,jigcar.com,London,GBR,2026-01-28T18:19:16.260000,2026-01-28T18:19:16.260000,Juliet Fitzgerald,B,I&C,"Automotive,Logistics,SaaS",16,78.0,"London, City of",1000000
Another,joinanother.io,New York,USA,2026-02-04T10:06:10.768000,2026-02-04T10:06:10.768000,Cassidy Piersiak,B,I&C,"Apparel,Information Technology,Internet,Online Portals",11,57.0,New York,2500000
Duet,joinduet.com,New York,USA,2026-01-29T21:23:53.529000,2026-02-09T19:00:00,Danielle Brown,S2,I&C,None,49,133.0,New York,
Journey,joinjourney.com,None,None,2026-01-29T16:50:24.365000,2026-02-02T19:00:00,Danielle Brown,B,I&C,None,,,,
Strawberry Health,joinstrawberry.com,Alto,USA,2026-02-04T12:37:09.881000,2026-02-04T12:37:09.881000,Juliet Fitzgerald,B,I&C,None,5,-17.0,California,
Upside,joinupside.com,Fort Lauderdale,USA,2026-02-04T11:54:27.451846,2026-02-04T10:38:15.058000,Nikki Schwenk,S3,SW,"Elder Care,Health Care,Information Technology,Real Estate",34,79.0,Florida,7910000
Jurny,jurny.com,Los Angeles,USA,2026-02-05T10:25:14.043993,2026-02-05T10:24:45.693000,None,B,None,"Artificial Intelligence (AI),Hospitality,Hotel,Operating Systems,Property Management,SaaS,Software,Vacation Rental",44,10.0,California,16494363
Kaptio,kaptio.com,Kópavogur,ISL,2026-02-03T11:38:24.866000,2026-02-03T11:38:24.866000,Justin Chung,S2,SW,"Enterprise Software,Information Technology,SaaS,Software",71,3.0,Kópavogur,8661926
Kato,katohq.com,San Francisco,USA,2026-01-30T09:17:09.854000,2026-01-30T09:17:09.854000,Chad Kemmerer,C,SW,None,7,133.0,California,
KCRise Fund,kcrisefund.com,Kansas City,USA,2026-02-02T15:21:36.432000,2026-02-02T15:21:36.432000,Melanie Nabar,A,SW,"Artificial Intelligence (AI),Automotive,FinTech,Health Care,Human Resources,Logistics,Machine Learning,Smart Building,Transportation",6,20.0,Missouri,
Kepler51,kepler51.com,Austin,USA,2026-01-30T11:10:07.743840,2026-01-30T11:09:49.574000,None,B,None,"Analytics,Data Visualization,Information Technology,Logistics,Public Safety,Software",16,23.0,Texas,
Key,key.ai,Palo Alto,USA,2026-01-29T18:39:18.482000,2026-01-29T18:39:18.482000,Juliet Fitzgerald,B,I&C,"Blockchain,Communities,Information Technology,SaaS",46,35.0,California,4300000
Kibu,kibuhq.com,None,None,2026-02-02T08:15:50.174000,2026-02-02T08:15:50.174000,Cassidy Piersiak,B,I&C,None,,,,
Kintera,kintera.ai,Boston,USA,2026-01-29T14:34:30.831000,2026-01-29T14:34:30.831000,Jim Ferry,B,I&C,None,2,100.0,Massachusetts,
Koda Health,kodahealthcare.com,Houston,USA,2026-01-29T09:47:53.071000,2026-01-29T09:47:53.071000,Zane Salameh,B,I&C,"Electronic Health Record (EHR),Health Care,Software,Wellness",31,29.0,Texas,14450999
Kora,koramoney.com,Chicago,USA,2026-01-30T14:57:07.604000,2026-01-30T14:57:07.604000,Ainsley Radell,B,I&C,"Banking,Finance,Financial Services,FinTech,Lending,SaaS",52,-4.0,Illinois,114967000
KredosAi,kredosai.com,Bellevue,USA,2026-02-06T14:13:56.286000,2026-02-05T13:16:00,Ella Steinhilber,B,SW,"Artificial Intelligence (AI),Financial Services,FinTech,Payments,Software",17,89.0,Washington,3412997
Kvarn X,kvarnx.com,Helsinki,FIN,2026-02-05T11:01:55.936000,2026-02-05T11:01:55.936000,Juliet Fitzgerald,B,I&C,None,13,225.0,Uusimaa,
Lace,lace.ai,Mountain View,USA,2026-02-02T08:42:10.997000,2026-02-02T08:42:10.997000,Justin Chung,S2,SW,None,67,158.0,California,19000000
Landerz,landerz.ca,Montréal,CAN,2026-01-28T10:23:11.596000,2026-01-28T10:23:11.596000,Cassidy Piersiak,B,I&C,None,32,14.0,Quebec,1110000
LandSkyAI,landsky.ai,Elmwood Park,USA,2026-02-06T13:28:42.792000,2026-02-06T13:28:42.792000,Chad Kemmerer,B,SW,"Drones,Information Technology,Robotics",10,43.0,New Jersey,200000
Largo,largo.io,Lausanne,CHE,2026-01-29T11:45:58.824000,2026-01-29T11:45:58.824000,Chad Kemmerer,B,SW,None,44,120.0,Vaud,10468149
Layla AI Trip Planner,layla.ai,Berlin,GER,2026-02-03T09:36:39.987000,2026-02-03T09:27:06.546000,Juliet Fitzgerald,A,I&C,"Artificial Intelligence (AI),Software,Travel",29,81.0,Berlin,5480688
LeakZon,leakzon.com,Kefar Sava,ISR,2026-02-03T09:37:35.323372,2026-02-03T09:31:34.061000,None,C,None,"Analytics,Waste Management,Water",11,38.0,Central,5000000
Lemonlight,lemonlight.com,Inglewood,USA,2026-02-02T11:49:14.674008,2026-01-28T18:27:10.399000,Ainsley Radell,S2,I&C,"Advertising,Brand Marketing,Content Marketing,Digital Marketing,Local Advertising,Marketing,Social Media Marketing,Video,Video Advertising,Video Editing",174,0.0,California,150000
LendAPI,lendapi.com,Irvine,USA,2026-01-29T12:29:42.703000,2026-01-29T09:12:00,Zane Salameh,A+,I&C,"Banking,Finance,Financial Services,FinTech",37,131.0,California,3200000
Rise - #1 Life Reset App,lifereset.com,None,None,2026-02-05T12:35:51.633000,2026-02-05T12:35:51.633000,Juliet Fitzgerald,A,I&C,None,5,0.0,,
Smart AI ,lightwork.blue,London,None,2026-02-06T10:21:03.568658,2026-02-06T09:58:20.142000,None,B,None,None,11,,,
Litewave AI,litewave.ai,San Francisco,USA,2026-02-02T08:10:43.143000,2026-02-02T08:10:43.143000,Cassidy Piersiak,A,I&C,"Artificial Intelligence (AI),Industrial Automation,Manufacturing,Pharmaceutical",,,CA,1530000
LLumin CMMS+,llumin.com,Springfield,USA,2026-02-05T14:22:58.361000,2026-02-05T14:22:58.361000,None,B,None,"Computer,Software",27,17.0,Massachusetts,
Lucem Health,lucemhealth.com,Raleigh,USA,2026-01-29T11:26:17.998000,2026-01-29T11:26:17.998000,Justin Chung,C,SW,"Artificial Intelligence (AI),Health Care,Health Diagnostics,Medical Device",33,22.0,North Carolina,7700000
Lucky Day,luckyday.com,Los Angeles,USA,2026-01-28T18:26:49.633000,2026-01-28T18:26:49.633000,Isabelle Tashima,S3,I&C,None,32,-9.0,California,
Lumber,lumberfi.com,San Jose,USA,2026-01-29T09:49:22.194000,2026-01-29T09:49:22.194000,Zane Salameh,B,I&C,"Construction,Financial Services,Payments",228,293.0,California,21000000
Luqra,luqra.com,Newport Beach,USA,2026-02-04T14:05:30.485920,2026-02-04T13:29:11.553000,Nikki Schwenk,A+,SW,"Billing,Enterprise Resource Planning (ERP),Financial Services,FinTech,Payments",32,78.0,California,
Lura Health,lurahealth.com,Newark,USA,2026-01-30T10:57:28.354000,2026-01-30T10:57:28.354000,Juliet Fitzgerald,B,I&C,"Biotechnology,Health Care,Medical,Medical Device",12,0.0,New Jersey,3359360
Luthor,luthor.ai,Arlington,USA,2026-01-30T14:11:24.774000,2026-01-30T14:11:24.774000,Chad Kemmerer,C,SW,"Artificial Intelligence (AI),B2B,Marketing",6,0.0,Virginia,500000
Luxury Promise,luxurypromise.com,London,GBR,2026-02-05T11:01:59.532550,2026-02-03T09:54:00,None,S1,None,"E-Commerce,Fashion,Social Shopping",28,4.0,"London, City of",19300000
Lyssn,lyssn.io,Bellevue,USA,2026-02-05T08:29:56.597000,2026-02-05T08:29:56.597000,Trevor Eckler,S3,SW,Artificial Intelligence (AI),32,7.0,Washington,2100000
Machinery Partner,machinerypartner.com,Boston,USA,2026-02-04T14:49:05.820000,2026-02-04T14:49:05.820000,Ainsley Radell,S2,I&C,"Construction,Marketplace",29,-36.0,Massachusetts,15500000
Maestra,maestra.ai,New York,USA,2026-01-28T00:00:00,2026-01-28T00:00:00,Cassidy Piersiak,B,I&C,"Content,Content Creators,Project Management,Translation Service",46,31.0,New York,
Maestra.io,maestra.io,Cambridge,USA,2026-02-04T16:30:18.819000,2026-02-04T16:30:18.819000,Justin Chung,S2,SW,"Data Management,Digital Marketing,E-Commerce,Email Marketing,Marketing Automation,Personalization,SaaS,SMS",59,195.0,Massachusetts,
Maincard,maincard.io,Walnut,USA,2026-01-30T15:11:41.735721,2026-01-30T15:11:25.515000,None,B,None,"Gaming,Sports,Web3",26,86.0,California,2000000
Maison,maison.cx,Brooklyn,USA,2026-02-04T14:06:53.221000,2026-02-04T14:06:53.221000,Cassidy Piersiak,A,I&C,"IT Infrastructure,Travel",27,800.0,New York,
MarketHype,markethype.io,Gothenburg,SWE,2026-01-30T10:54:58.620000,2026-01-30T10:54:58.620000,Juliet Fitzgerald,B,I&C,"Digital Marketing,Events,Hospitality,Marketing",26,44.0,Västra Götaland,
Maxa Designs,maxadesigns.com,Los Angeles,USA,2026-02-02T16:39:38.167000,2026-02-02T16:07:56.202000,Juliet Fitzgerald,S3,I&C,"Brand Marketing,Graphic Design,Marketing,Web Development",49,44.0,California,
Meadow AI,mea-dow.com,Seattle,USA,2026-01-30T12:48:48.387000,2026-01-30T12:48:48.387000,Juliet Fitzgerald,C,I&C,None,17,143.0,Washington,1500000
Medipyxis,medipyxis.com,None,None,2026-02-06T11:02:38.065000,2026-02-06T11:02:38.065000,Trevor Eckler,C,SW,None,,,,
Meetingsbooker,meetingsbooker.com,Dún Laoghaire,IRL,2026-02-03T16:18:40.577000,2026-02-03T16:18:40.577000,Justin Chung,A,SW,"Hospitality,Travel",,,,2392984
MerchantSpring,merchantspring.io,Melbourne,AUS,2026-01-29T08:36:42.604000,2026-01-29T08:36:42.604000,Chad Kemmerer,B,SW,"Analytics,E-Commerce,Marketing,Marketplace,Software",23,28.0,Victoria,
Merso,merso.io,West Menlo Park,USA,2026-02-05T12:08:34.709000,2026-01-28T08:45:01.243000,Cassidy Piersiak,B,I&C,"FinTech,Gaming,Web3",10,233.0,California,3000000
MetaGPT,mgx.dev,Dover,USA,2026-01-30T10:58:17.936000,2026-01-30T10:58:17.936000,Juliet Fitzgerald,B,I&C,Artificial Intelligence (AI),,,DE,290000
Midbound,midbound.ai,Dover,USA,2026-01-28T15:53:41.744530,2026-01-28T15:53:29.651000,None,C,None,"Information Technology,Marketing,Software",8,700.0,Delaware,
Mile Auto,mileauto.com,Atlanta,USA,2026-02-03T15:48:03.328000,2026-01-30T13:39:55.797000,None,S2,None,"Computer Vision,Insurance,InsurTech",26,4.0,Georgia,20997331
MineralAnswers.com,mineralanswers.com,Austin,USA,2026-02-04T11:15:33.679878,2026-02-03T13:06:57.762000,Ainsley Radell,B,I&C,"Information Technology,Internet,Oil and Gas,SaaS",15,0.0,Texas,
Minerva Analytics,minervaanalytics.co,Cambridge,USA,2026-01-26T13:28:43.487000,2026-02-05T14:20:00,Ainsley Radell,S3,I&C,"B2B,Business Intelligence,Digital Marketing,Email Marketing",14,17.0,Massachusetts,550000
Mito Health,mitohealth.com,San Francisco,USA,2026-02-03T13:50:35.373000,2026-02-03T13:50:35.373000,Cassidy Piersiak,A,I&C,"Artificial Intelligence (AI),Health Care,Medical,Personal Health",10,0.0,California,3976085
Moasure®,moasure.com,Warwick,GBR,2026-01-12T15:46:41.898000,2026-02-02T10:19:00,Ella Steinhilber,None,SW,Consumer Electronics,70,56.0,Warwickshire,65826
Moat Metrics,moatmetrics.com,Spokane,USA,2026-02-02T19:42:03.892406,2026-01-29T12:39:02.834000,James McGibbon,C,SW,"Analytics,Artificial Intelligence (AI),SaaS,Software",16,-30.0,Washington,1150000
Monato,monato.com,Mexico City,MEX,2026-01-28T11:39:18.026778,2026-01-28T11:04:42.686000,Carolyn Woll,S2,I&C,FinTech,55,96.0,Ciudad de México,13000000
MOONNOX,moonnox.com,Chicago,USA,2026-01-30T14:20:46.361000,2026-01-30T14:20:46.361000,Nikki Schwenk,B,SW,"Information Services,Information Technology,Software",14,133.0,Illinois,2000000
Mountain Leverage,mountainleverage.com,Grafton,USA,2026-02-04T16:29:44.380000,2026-02-04T16:29:44.380000,Trevor Eckler,B,SW,"Consulting,Hardware,Software,Technical Support",69,-8.0,West Virginia,
Movemint,movemint.cc,Oakland,USA,2026-02-05T12:51:34.040000,2026-02-05T12:51:34.040000,Juliet Fitzgerald,C,I&C,Web Development,16,100.0,California,2400000
MR Presta Inc.,mrpresta.com,Austin,USA,2026-01-29T14:33:02.506000,2026-01-29T14:33:02.506000,Ainsley Radell,B,I&C,"Financial Services,FinTech,Information Technology,Lending",14,0.0,Texas,820000
Mutual,mutual.app,Lehi,USA,2026-01-29T18:35:39.161000,2026-01-29T18:35:39.161000,Juliet Fitzgerald,B,I&C,"Apps,Dating,Information Services,Information Technology,Software",37,-8.0,Utah,
Mycroft,mycroft.io,Toronto,CAN,2026-02-05T09:23:29.182000,2026-02-05T09:23:29.182000,Cassidy Piersiak,A,I&C,"Agentic AI,Artificial Intelligence (AI),Compliance,Cyber Security,Information Technology,Internet,Software",26,117.0,Ontario,3660064
MyHomebuilder Software,myhomebuildersoftware.com,Boise,USA,2026-02-04T11:22:00.475000,2026-02-04T11:22:00.475000,Michael Brannan,B,SW,"Construction,CRM,Enterprise Resource Planning (ERP),Software",10,-29.0,Idaho,
National Grid,nationalgrid.com,London,GBR,2026-01-29T14:45:05.026000,2026-01-29T14:45:05.026000,None,None,None,"Energy,Energy Efficiency,Oil and Gas",16883,7.0,"London, City of",
Neuron Factory,neuronfactory.ai,Redwood City,USA,2026-01-28T15:01:47.699481,2026-01-28T14:36:48.406000,None,B,None,"Artificial Intelligence (AI),Construction,Software",15,88.0,California,6000000
NewVest,newvest.com,New York,USA,2026-02-05T14:05:19.086000,2026-02-05T14:05:19.086000,Trevor Eckler,B,SW,"Finance,Financial Services,Venture Capital",30,43.0,New York,
Nimble,nimbleway.com,New York,USA,2026-02-02T14:51:22.560000,2026-02-02T14:51:22.560000,Sinjon Goldberg,A,SW,"Big Data,Data Collection and Labeling,E-Commerce,Information Technology,Market Research,PaaS,Software",131,7.0,New York,
Nook,nookapp.xyz,Austin,USA,2026-02-04T13:02:14.023000,2026-02-04T13:02:14.023000,Juliet Fitzgerald,B,I&C,"Blockchain,Cryptocurrency",4,100.0,Texas,2500000
NOTHREAT,nothreat.io,Covent Garden,GBR,2026-02-05T08:43:30.624947,2026-02-05T08:42:55.870000,None,B,None,"Cyber Security,Network Security,Software",35,84.0,Essex,121181
Nottelabs,notte.cc,San Francisco,USA,2025-12-09T11:14:44.575000,2026-02-09T15:44:00,Sinjon Goldberg,B,SW,"Information Technology,Open Source,Software",6,500.0,California,2500000
Novaprime,novaprime.com,Miami,USA,2026-02-02T15:39:16.642924,2026-02-02T15:38:14.368000,None,B,None,"Information Technology,Mortgage,Software",20,-13.0,Florida,
NowSignage,nowsignage.com,Cheadle Hulme,GBR,2026-02-03T10:12:21.974000,2026-02-03T09:57:44.539000,Justin Chung,B,SW,"Digital Marketing,Digital Signage,Information Technology,SaaS,Software",29,32.0,Stockport,500000
Numinar,numinar.com,Washington,USA,2026-02-05T15:38:25.454329,2026-02-05T15:37:39.303000,None,B,None,Software,10,25.0,District of Columbia,5375000
Nuuvia,nuuvia.com,Portland,USA,2026-02-05T09:14:58.377000,2026-02-05T09:14:58.377000,Ainsley Radell,B,I&C,"Financial Services,FinTech,Online Portals",9,50.0,Oregon,4000000
Nyne.ai,nyne.ai,San Francisco,USA,2026-02-03T14:09:23.811000,2026-02-03T14:09:23.811000,Cassidy Piersiak,B,I&C,"Artificial Intelligence (AI),B2B,Lead Generation,Machine Learning,SaaS,Sales,Sales Automation,Sales Enablement,Software",8,167.0,California,1000000
Octup,octup.com,Tel Aviv-Yafo,ISR,2026-01-28T08:58:45.836000,2026-01-28T08:58:45.836000,Chad Kemmerer,B,SW,"Artificial Intelligence (AI),E-Commerce,E-Commerce Platforms,Logistics,SaaS,Software,Warehouse Automation",4,400.0,Tel Aviv,18050000
Ognomy Sleep,ognomy.com,New York,USA,2026-01-30T15:49:59.262874,2026-01-30T10:47:00,None,S2,None,"Health Care,Software",29,32.0,New York,2800000
Omnilert,omnilert.com,Leesburg,USA,2026-02-03T12:26:49.824000,2026-02-03T12:26:49.824000,Trevor Eckler,S3,SW,"Communications Infrastructure,Computer Vision,Intrusion Detection,Machine Learning,Security",30,0.0,VA,
OneBuzz,onebuzznetwork.com,Iowa City,USA,2026-02-02T14:03:30.407000,2026-02-02T14:03:30.407000,Juliet Fitzgerald,B,I&C,"Digital Entertainment,Digital Media,Events",46,35.0,Iowa,150000
ONRAMP,onrampfleet.com,San Francisco,USA,2026-02-06T19:12:00,2026-02-06T19:12:00,Cassidy Piersiak,B,I&C,None,17,31.0,California,21000000
Onrise,onrisecare.com,Knoxville,USA,2026-02-02T14:14:12.074000,2026-02-02T14:14:12.074000,Juliet Fitzgerald,B,I&C,"Health Care,Medical,mHealth,Psychology,Sports",44,63.0,Tennessee,2000000
OpenAssets,openassets.to,Pittsburgh,USA,2026-02-05T12:37:32.810000,2026-02-05T12:37:32.810000,Trevor Eckler,A,SW,None,27,0.0,Pennsylvania,
Due,opendue.com,London,GBR,2026-02-03T10:30:20.617000,2026-02-03T10:30:20.617000,Carolyn Woll,B,I&C,"Blockchain,Financial Services,Payments",14,17.0,"London, City of",7318596
Operators Guild,operators-guild.com,Daly City,USA,2026-02-06T16:48:07.197000,2026-02-06T16:48:07.197000,Steve Shaffer,C,Operations,None,558,11.0,California,
Opscompass,opscompass.com,Omaha,USA,2026-01-28T16:15:23.025000,2026-01-28T16:15:23.025000,Nikki Schwenk,B,SW,"Enterprise Software,Information Technology,SaaS,Software",15,-17.0,Nebraska,12530000
Optimalex,optimalexsolutions.com,New York,USA,2026-01-29T16:32:28.389000,2026-01-29T16:32:28.389000,Chad Kemmerer,B,SW,"Information Technology,InsurTech,Legal Tech,Predictive Analytics,Software",10,25.0,New York,
OrbitalRX,orbitalrx.com,Winston-Salem,USA,2026-02-04T11:35:24.049224,2026-02-04T11:03:09.817000,None,A,None,"Analytics,Health Care,Industrial Automation,Information Technology",12,-8.0,North Carolina,7481289
Orderly,orderly.io,Derby,GBR,2026-02-04T13:01:41.945000,2026-02-04T13:01:41.945000,Justin Chung,A+,SW,"Artificial Intelligence (AI),E-Commerce,Food and Beverage,Supply Chain Management",53,-10.0,Derby,
orthobrain®,orthobrain.com,Richfield,USA,2026-02-01T20:14:24.886000,2026-02-01T20:14:24.886000,Isabelle Tashima,B,I&C,"Consulting,Dental,Education,Health Care,Medical",33,50.0,Ohio,16500000
Overtune,overtune.com,Reykjavík,ISL,2026-02-04T18:39:00,2026-02-04T18:39:00,Zane Salameh,C,I&C,"Apps,Music",13,-19.0,Reykjavík,2000000
OWQLO,owqlo.biz,Madrid,ESP,2026-01-30T11:03:00,2026-01-30T11:03:00,Juliet Fitzgerald,B,I&C,None,35,-5.0,Madrid,1835000
Paid.care,paid.care,Bloomington,USA,2026-02-05T11:35:32.490769,2026-02-05T11:16:34.989000,Cassidy Piersiak,S2,I&C,"Home Health Care,Software",14,100.0,Indiana,30000
PaintScout,paintscout.com,Calgary,CAN,2026-02-02T08:38:26.870000,2026-02-02T08:38:26.870000,Chad Kemmerer,B,SW,"Information Technology,Service Industry",18,50.0,Alberta,
Palla Financial,palla.app,Miami,USA,2026-02-03T00:00:00,2026-02-03T00:00:00,None,C,None,None,18,50.0,Florida,
PANTA,pantaindex.com,None,None,2026-02-05T09:54:10.006025,2026-02-05T09:53:46.563000,None,C,None,None,,,,
ParkM,parkm.com,Greenwood Village,USA,2026-02-06T17:20:34.897000,2026-02-06T17:20:34.897000,Michael Brannan,S2,SW,"Online Portals,Parking,Property Management,Real Estate,Software",29,53.0,Colorado,
PatientPartner,patientpartner.com,San Diego,USA,2026-01-30T12:45:44.371534,2026-01-28T10:37:10.141000,Chad Kemmerer,C,SW,"Health Care,Home Health Care,Personal Health,Wellness",14,27.0,California,9025000
PatientWing,patientwing.com,Philadelphia,USA,2026-02-05T14:46:35.714180,2026-01-30T13:19:36.999000,Chad Kemmerer,S2,SW,"Clinical Trials,Information Technology,Service Industry,Software",45,67.0,Pennsylvania,720000
PayLow Pro,paylowpro.com,None,None,2026-02-05T09:13:01.568000,2026-02-05T09:13:01.568000,James McGibbon,B,SW,None,,,,
Atoa,paywithatoa.co.uk,London,GBR,2026-02-04T09:30:46.487000,2026-02-04T09:30:46.487000,Cassidy Piersiak,B,I&C,"Finance,Financial Services,FinTech,Payments",57,16.0,"London, City of",8700000
peek.money,peek.money,Singapore,SGP,2026-02-02T18:36:43.222000,2026-02-02T18:36:43.222000,Zane Salameh,C,I&C,"Artificial Intelligence (AI),Financial Services,Mobile Apps",,,,
Penguin Location Services,penguinin.com,Irvine,USA,2026-02-03T12:49:30.591000,2026-02-03T12:49:30.591000,Trevor Eckler,S2,SW,"Artificial Intelligence (AI),Indoor Positioning,Information Technology,Internet of Things,Location Based Services,Software",61,7.0,California,
Pepper,peppertheapp.com,New York,USA,2026-02-02T11:34:38.739000,2026-02-02T11:34:38.739000,Cassidy Piersiak,B,I&C,"Apps,Food and Beverage,Social Media,Social Network",17,13.0,New York,
Perceptis AI,perceptis.ai,Seattle,USA,2026-02-03T16:41:00,2026-02-03T16:41:00,None,C,None,"Artificial Intelligence (AI),B2B,Business Development,Consulting,Productivity Tools,SaaS",13,117.0,Washington,3600000
Perle,perle.ai,San Francisco,USA,2026-02-06T12:37:17.128000,2026-02-06T12:37:17.128000,Juliet Fitzgerald,S3,I&C,"Artificial Intelligence (AI),Information Technology,Internet",71,689.0,California,16000000
Phin Security,phinsec.io,Newark,USA,2026-01-29T12:21:00,2026-01-29T12:21:00,Sinjon Goldberg,S2,SW,"Network Security,Simulation,Software",,,DE,5700000
PHX Ventures,phxventures.com,Phoenix,USA,2026-02-02T15:25:54.525000,2026-02-02T15:25:54.525000,Melanie Nabar,C,SW,None,12,9.0,Arizona,
Phyron AI,phyron.com,Stockholm,SWE,2026-01-28T11:42:48.140000,2026-01-28T06:47:00,Danielle Brown,S2,I&C,"Machine Learning,SaaS,Software",47,12.0,Stockholm,10882494
PLAYE,playe.pro,London,GBR,2026-02-04T09:33:57.549000,2026-02-04T09:33:57.549000,Cassidy Piersiak,B,I&C,"Content Creators,Creative Agency,Innovation Management",14,-13.0,"London, City of",611000
Playroll,playroll.com,London,GBR,2026-02-02T15:07:04.919000,2026-02-02T15:07:04.919000,None,B,None,"Business Development,Financial Services,Information Services",157,35.0,"London, City of",
Plexa,plexapro.com,Sydney,AUS,2026-01-28T19:12:45.967033,2026-01-28T18:10:59.556000,None,C,None,"Construction,SaaS,Software",15,150.0,New South Wales,270000
POCKLA,pockla.io,London,GBR,2026-02-02T08:42:47.476000,2026-02-02T08:42:47.476000,Jim Ferry,B,I&C,"Generative AI,Marketing,Marketing Automation",9,-10.0,"London, City of",2065481
Popai Health,popai.health,San Francisco,USA,2026-02-04T17:24:20.886000,2026-02-04T17:24:20.886000,Cassidy Piersiak,B,I&C,"Artificial Intelligence (AI),Health Care,Hospital,Information Technology",14,133.0,California,11000000
Preczn,preczn.com,Carrollton,USA,2026-01-28T11:46:44.449000,2026-01-28T11:46:44.449000,Sinjon Goldberg,A,SW,"Financial Services,FinTech,SaaS",15,0.0,Texas,6800000
Preql,preql.com,Brooklyn,USA,2026-02-02T19:35:48.780000,2026-02-02T19:35:48.780000,None,B,None,"Analytics,Information Technology,Software",,,NY,7000000
Pricing I/O,pricingio.com,San Diego,USA,2026-02-03T15:56:13.079030,2026-02-03T15:52:07.954000,None,B,None,"B2B,Consulting,SaaS,Training",20,18.0,California,
Procure Impact,procureimpact.us,Washington,USA,2026-02-02T19:39:38.229000,2026-02-02T19:39:38.229000,None,B,None,"B2B,Marketplace,PaaS",12,-25.0,District of Columbia,1650000
Prodigal,prodigaltech.com,Mountain View,USA,2026-01-28T13:17:00,2026-01-28T13:17:00,Sinjon Goldberg,B,SW,"Artificial Intelligence (AI),Consumer Lending,Finance,Machine Learning,Natural Language Processing,SaaS,Software",74,37.0,California,12120000
ProfitMetrics.io,profitmetrics.io,Copenhagen,DNK,2026-01-28T10:09:40.276000,2026-01-28T10:09:40.276000,Cassidy Piersiak,S2,I&C,"E-Commerce,Information Technology,Software",43,59.0,Hovedstaden,2000000
Promissory,promissory.com,San Diego,USA,2026-01-28T13:35:32.786000,2026-01-28T13:35:32.786000,Carolyn Woll,C,I&C,"Cloud Computing,Document Management,Finance,Financial Services,Legal Tech,Property Management,PropTech,Real Estate,Software",4,33.0,California,
Property Filter,property-filter.co.uk,Coventry,GBR,2026-02-02T08:43:59.079000,2026-02-02T08:43:59.079000,Ainsley Radell,C,I&C,"Real Estate,Real Estate Brokerage,Real Estate Investment",20,18.0,Coventry,
Propper,propper.ai,Alpharetta,USA,2026-01-28T23:19:17.948000,2026-01-28T23:19:17.948000,Justin Chung,B,SW,None,8,167.0,Georgia,1500000
ProScore,proscore.ai,Austin,USA,2026-01-30T18:14:40.026000,2026-01-30T18:14:40.026000,Trevor Eckler,S3,SW,"Analytics,Compliance,Real Time,Software",66,175.0,Texas,
Proxy,proxylegalapp.com,Chicago,USA,2026-02-05T16:38:05.509000,2026-02-05T16:38:05.509000,Chad Kemmerer,C,SW,None,18,29.0,Illinois,
Pulse Point,pulsepoint.ai,Woodstock,USA,2026-02-05T14:26:25.146000,2026-02-05T14:26:25.146000,Chad Kemmerer,B,SW,None,11,83.0,Georgia,
PuntoPost,puntopost.mx,Mexico City,MEX,2026-02-04T09:32:24.094000,2026-02-04T09:32:24.094000,Juliet Fitzgerald,B,I&C,"Commercial,Delivery,E-Commerce,Logistics,Supply Chain Management,Transportation",12,1100.0,Ciudad de México,1500000
Quickture,quickture.com,Los Angeles,USA,2026-01-28T15:02:11.714000,2026-01-28T15:02:11.714000,Juliet Fitzgerald,B,I&C,"Artificial Intelligence (AI),Media and Entertainment,Software,Video Editing",10,233.0,California,1900000
QuikMedic | Mobile Urgent Care,quikmedic.com,Chicago,USA,2026-02-03T10:35:24.492438,2026-02-03T10:00:25.768000,Isabelle Tashima,S2,I&C,"Health Care,Medical,Wellness",30,3.0,Illinois,
Qurable,qurable.co,Miami,USA,2026-02-05T13:36:11.335000,2026-02-05T13:36:11.335000,Danielle Brown,S2,I&C,"Artificial Intelligence (AI),Blockchain,Consumer Software,Credit Cards,Cryptocurrency,FinTech,Internet,Loyalty Programs,SaaS",44,159.0,Florida,1665000
Quvy.com,quvy.com,New York,USA,2026-02-02T16:51:56.766000,2026-02-02T16:51:56.766000,Ainsley Radell,B,I&C,"Advertising,Artificial Intelligence (AI),Marketing",13,63.0,New York,
Rapidflare,rapidflare.ai,Delaware,USA,2026-01-28T14:21:55.420477,2026-01-28T14:02:05.212000,None,B,None,"Artificial Intelligence (AI),Electronics,Information Technology,SaaS,Sales Enablement,Software,Technical Support",19,111.0,Oklahoma,2525000
"Rapta, Inc.",rapta.ai,Lake Oswego,USA,2026-01-29T15:25:05.608000,2026-01-29T15:25:05.608000,Justin Chung,B,SW,"Agentic AI,Artificial Intelligence (AI),Enterprise Software,Manufacturing,Quality Assurance,Software,Training",14,27.0,Oregon,2700000
Raveum,raveum.com,Austin,USA,2026-01-29T14:13:48.223765,2026-01-29T14:13:37.430000,Ainsley Radell,B,I&C,"Financial Services,FinTech,Funding Platform,Real Estate,Real Estate Investment",15,7.0,Texas,300000
RB2B,rb2b.com,Austin,USA,2026-02-06T12:56:18.820319,2026-02-03T16:42:00,Ella Steinhilber,S2,SW,"Artificial Intelligence (AI),Generative AI,Software",9,13.0,TX,
READI,readibots.com,Ottawa,CAN,2026-02-06T12:52:40.792546,2026-02-06T12:52:06.759000,None,B,None,"Information Technology,Software,Software Engineering",17,0.0,Ontario,
